Facility,Facility Name,Site,X-Coord,Y-Coord,Inventory Date,Change Date,Last Changed By,UniqueID,Site ID,Species,DBH,Trunks,Condition,Cavity Present,Weak Fork,Percentage of Dead Wood,Size of Existing Defect,Hazard Rating,Probability of Failure,Target Impact,Maintenance,Clean,Raise,Reduce,Other,Further Inspection,Consult,Utilities Present,Plant Location,Area,Staff,Location Value,Ground Maintenance
MISC,COMMUNITY PATH,007,759366.22,2969501.92,6/22/2009,6/22/2009,Administrator,10321,10950,Pinus strobus,2,1,Fair,No,No,None,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,007,760031.15,2969224.81,6/22/2009,6/22/2009,Administrator,10211,9212,Acer saccharinum,14,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,008,759335.27,2969480.12,6/22/2009,6/22/2009,Administrator,10322,9347,Styphnolobium japonicum,8,2,Fair,Yes,No,0 - 25,1 to 4,6,Moderate,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,008,760046.62,2969200.89,6/22/2009,6/22/2009,Administrator,10212,9213,Acer platanoides,18,1,Fair,No,No,0 - 25,1 to 4,5,Moderate,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,009,759321.21,2969483.64,6/22/2009,6/22/2009,Administrator,10323,9269,Styphnolobium japonicum,3,3,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,009,760055.06,2969197.38,6/22/2009,6/22/2009,Administrator,10213,9214,Acer platanoides,26,1,Fair,No,No,0 - 25,1 to 4,7,High,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,010,759279.71,2969508.96,6/22/2009,6/22/2009,Administrator,10324,9349,Catalpa speciosa,13,2,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,010,760089.52,2969204.41,6/22/2009,6/22/2009,Administrator,10214,9215,Populus deltoides,27,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,011,759271.27,2969511.07,6/22/2009,6/22/2009,Administrator,10325,9350,Catalpa speciosa,13,4,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,011,760126.22,2969179.69,6/22/2009,6/22/2009,Administrator,10215,9216,Acer platanoides,12,2,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,012,759014.75,2969602.98,6/22/2009,6/22/2009,Administrator,10326,9351,Fraxinus americana,9,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,012,760184.6,2969176.88,6/22/2009,6/22/2009,Administrator,10216,10038,Acer platanoides,7,1,Poor,No,No,0 - 25,4 to 20,8,High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,013,758996.32,2969610.1,6/22/2009,6/22/2009,Administrator,10327,9276,Tilia cordata,3,4,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,013,760193.04,2969153.67,6/22/2009,6/22/2009,Administrator,10217,9217,Acer platanoides,12,1,Fair,No,Yes,None,4 to 20,5,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,014,758969.6,2969621.35,6/22/2009,6/22/2009,Administrator,10328,9354,Tilia cordata,13,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,Yes
MISC,COMMUNITY PATH,014,760200.07,2969162.11,6/22/2009,6/22/2009,Administrator,10218,9223,Acer saccharinum,19,1,Good,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,015,758959.75,2969623.46,6/22/2009,6/22/2009,Administrator,10329,9355,Ulmus americana,6,1,Fair,No,Yes,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,015,760200.77,2969148.74,6/22/2009,6/22/2009,Administrator,10219,9219,Acer platanoides,13,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,016,758944.98,2969626.98,6/22/2009,6/22/2009,Administrator,10330,9356,Tilia cordata,13,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,Yes
MISC,COMMUNITY PATH,016,760209.92,2969145.23,6/22/2009,6/22/2009,Administrator,10220,9220,Acer platanoides,13,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,017,758924.59,2969634.01,6/22/2009,6/22/2009,Administrator,10331,10110,Tilia cordata,13,1,Poor,Yes,No,None,4 to 20,6,Low,Frequent,Remove,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,017,760225.39,2969140.3,6/22/2009,6/22/2009,Administrator,10221,9221,Acer platanoides,15,2,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,018,758899.97,2969641.05,6/22/2009,6/22/2009,Administrator,10332,9357,Tilia cordata,13,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,Yes
MISC,COMMUNITY PATH,018,760233.13,2969138.19,6/22/2009,6/22/2009,Administrator,10222,9222,Acer platanoides,12,2,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,019,758873.77,2969647.05,6/22/2009,6/22/2009,Administrator,10333,9358,Tilia cordata,11,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,Yes
MISC,COMMUNITY PATH,019,760237.35,2969142.41,6/22/2009,6/22/2009,Administrator,10223,9224,Acer platanoides,12,2,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,020,758853.37,2969657.6,6/22/2009,6/22/2009,Administrator,10334,9359,Tilia cordata,11,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,Yes
MISC,COMMUNITY PATH,020,760253.52,2969148.74,6/22/2009,6/22/2009,Administrator,10224,9225,Acer platanoides,13,4,Fair,No,No,0 - 25,1 to 4,7,High,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,021,758830.86,2969663.93,6/22/2009,6/22/2009,Administrator,10335,9360,Tilia cordata,15,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,021,760255.63,2969131.16,6/22/2009,6/22/2009,Administrator,10225,9226,Fraxinus americana,21,1,Fair,No,Yes,0 - 25,1 to 4,6,High,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,022,758804.14,2969661.82,6/22/2009,6/22/2009,Administrator,10336,9361,Tilia cordata,13,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,022,760264.78,2969127.64,6/22/2009,6/22/2009,Administrator,10226,9227,Acer platanoides,17,1,Fair,No,No,0 - 25,1 to 4,6,High,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,023,758821.02,2969602.75,6/22/2009,6/22/2009,Administrator,10337,9362,Gleditsia triacanthos inermis,17,1,Fair,No,No,0 - 25,1 to 4,7,High,Frequent,Maintain,Yes,No,Yes,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No
MISC,COMMUNITY PATH,023,760276.03,2969134.68,6/22/2009,6/22/2009,Administrator,10227,9228,Quercus rubra,13,1,Fair,No,No,0 - 25,1 to 4,6,High,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,024,758852.67,2969581.65,6/22/2009,6/22/2009,Administrator,10338,9367,Tilia cordata,14,1,Fair,No,Yes,None,4 to 20,6,Low,Frequent,Maintain,No,No,Yes,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,024,760281.66,2969141.71,6/22/2009,6/22/2009,Administrator,10228,9229,Acer platanoides,11,1,Poor,Yes,No,0 - 25,4 to 20,8,High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,025,758878.69,2969573.91,6/22/2009,6/22/2009,Administrator,10339,9368,Tilia cordata,13,1,Fair,No,Yes,None,4 to 20,7,Moderate,Frequent,Maintain,No,No,Yes,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,025,760319.04,2969108.58,6/22/2009,6/22/2009,Administrator,10229,9230,Acer platanoides,20,3,Fair,No,No,0 - 25,4 to 20,6,Moderate,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,026,758944.8,2969552.81,6/22/2009,6/22/2009,Administrator,10340,9369,Tilia cordata,17,1,Fair,No,Yes,None,4 to 20,6,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,Yes
MISC,COMMUNITY PATH,026,760340.14,2969124.05,6/22/2009,6/22/2009,Administrator,10230,9233,Acer saccharinum,19,1,Fair,Yes,No,None,4 to 20,6,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,027,758972.23,2969540.85,6/22/2009,6/22/2009,Administrator,10341,9370,Tilia cordata,16,1,Fair,No,Yes,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,027,760342.25,2969100.84,6/22/2009,6/22/2009,Administrator,10231,9231,Acer platanoides,27,1,Poor,Yes,No,0 - 25,4 to 20,8,High,Intermittent,Remove,No,No,No,Avg. Species or Mod. Strength,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,028,759001.95,2969547.22,6/22/2009,6/22/2009,Administrator,10342,9371,Gleditsia triacanthos inermis,5,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,028,760357.02,2969097.33,6/22/2009,6/22/2009,Administrator,10232,9232,Acer platanoides,14,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,029,759021.64,2969545.81,6/22/2009,6/22/2009,Administrator,10343,9372,Gleditsia triacanthos inermis,8,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,029,760367.57,2969095.92,6/22/2009,6/22/2009,Administrator,10233,9234,Acer platanoides,12,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,030,759038.52,2969538.08,6/22/2009,6/22/2009,Administrator,10344,9373,Gleditsia triacanthos inermis,8,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,030,760453.68,2969064.59,6/22/2009,6/22/2009,Administrator,10234,9235,Ailanthus altissima,13,1,Poor,Yes,No,0 - 25,4 to 20,7,Moderate,Frequent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,031,759046.96,2969533.86,6/22/2009,6/22/2009,Administrator,10345,9374,Acer negundo,8,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,031,760472.67,2969059.67,6/22/2009,6/22/2009,Administrator,10235,9236,Catalpa speciosa,11,2,Poor,Yes,No,51 - 75,4 to 20,8,High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,032,759054.7,2969535.26,6/22/2009,6/22/2009,Administrator,10346,9375,Gleditsia triacanthos inermis,10,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,032,760479.71,2969075.85,6/22/2009,6/22/2009,Administrator,10236,9237,Acer saccharinum,13,3,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,033,759069.47,2969524.01,6/22/2009,6/22/2009,Administrator,10347,9376,Tilia cordata,10,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,033,760494.48,2969052.64,6/22/2009,6/22/2009,Administrator,10237,9238,Acer platanoides,17,1,Fair,No,No,0 - 25,4 to 20,6,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,034,759090.56,2969519.09,6/22/2009,6/22/2009,Administrator,10348,9377,Tilia cordata,9,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,034,760517.69,2969047.71,6/22/2009,6/22/2009,Administrator,10238,9239,Acer platanoides,17,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,035,759110.26,2969512.76,6/22/2009,6/22/2009,Administrator,10349,9378,Tilia cordata,12,1,Fair,No,Yes,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,RG,Good,No
MISC,COMMUNITY PATH,035,760528.94,2969043.49,6/22/2009,6/22/2009,Administrator,10239,9240,Fraxinus americana,13,2,Fair,No,No,0 - 25,1 to 4,7,High,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,036,759179.29,2969488.87,6/22/2009,6/22/2009,Administrator,10350,9379,Liquidambar styraciflua,7,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,036,760553.55,2969040.68,6/22/2009,6/22/2009,Administrator,10240,9243,Acer saccharinum,19,3,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,037,759225.71,2969474.81,6/22/2009,6/22/2009,Administrator,10351,9380,Liquidambar styraciflua,7,1,Poor,Yes,Yes,0 - 25,4 to 20,6,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,037,760567.62,2969047.71,6/22/2009,6/22/2009,Administrator,10241,9241,Acer saccharinum,15,2,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,038,759255.95,2969460.04,6/22/2009,6/22/2009,Administrator,10352,9381,Liquidambar styraciflua,8,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,038,760583.09,2969044.2,6/22/2009,6/22/2009,Administrator,10242,9242,Acer saccharinum,13,2,Fair,Yes,No,None,4 to 20,6,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,039,759288.98,2969459.85,6/22/2009,6/22/2009,Administrator,10353,9382,Styphnolobium japonicum,12,1,Fair,Yes,No,0 - 25,1 to 4,6,Moderate,Frequent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,039,760591.53,2969027.32,6/22/2009,6/22/2009,Administrator,10243,9297,Acer saccharinum,25,2,Fair,Yes,No,0 - 25,4 to 20,6,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,040,759298.12,2969451.41,6/22/2009,6/22/2009,Administrator,10354,9383,Liquidambar styraciflua,5,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,040,760601.38,2969020.99,6/22/2009,6/22/2009,Administrator,10244,9298,Fraxinus americana,17,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,041,759308.67,2969449.3,6/22/2009,6/22/2009,Administrator,10355,9384,Styphnolobium japonicum,13,1,Poor,Yes,No,None,4 to 20,6,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,041,760608.41,2969016.77,6/22/2009,6/22/2009,Administrator,10245,9299,Acer platanoides,12,3,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,042,759326.25,2969444.38,6/22/2009,6/22/2009,Administrator,10356,9385,Styphnolobium japonicum,11,1,Poor,Yes,No,0 - 25,1 to 4,7,High,Frequent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,042,760614.04,2969033.65,6/22/2009,6/22/2009,Administrator,10246,9300,Acer saccharinum,14,2,Fair,No,No,0 - 25,1 to 4,7,High,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,043,759347.35,2969436.64,6/22/2009,6/22/2009,Administrator,10357,9386,Styphnolobium japonicum,10,1,Poor,Yes,No,0 - 25,4 to 20,7,Moderate,Frequent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,043,760624.59,2969011.84,6/22/2009,6/22/2009,Administrator,10247,9186,Acer saccharinum,15,3,Fair,Yes,No,0 - 25,4 to 20,5,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,044,759362.82,2969433.83,6/22/2009,6/22/2009,Administrator,10358,9387,Styphnolobium japonicum,9,1,Fair,Yes,No,0 - 25,1 to 4,6,Moderate,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,044,760639.36,2969004.81,6/22/2009,6/22/2009,Administrator,10248,9187,Acer platanoides,17,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,045,759374.78,2969429.61,6/22/2009,6/22/2009,Administrator,10359,9388,Styphnolobium japonicum,8,1,Poor,Yes,No,0 - 25,4 to 20,7,Moderate,Frequent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,045,760652.02,2968999.18,6/22/2009,6/22/2009,Administrator,10249,9188,Acer saccharinum,26,3,Fair,No,No,0 - 25,1 to 4,6,High,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,046,759390.25,2969423.98,6/22/2009,6/22/2009,Administrator,10360,9389,Styphnolobium japonicum,10,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,046,760651.82,2969025.27,6/22/2009,6/22/2009,Administrator,10250,9189,Acer saccharinum,11,2,Fair,No,No,0 - 25,4 to 20,7,Moderate,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,047,759386.74,2969418.36,6/22/2009,6/22/2009,Administrator,10361,10972,Catalpa speciosa,5,1,Poor,Yes,No,0 - 25,4 to 20,7,Moderate,Frequent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,047,760698.24,2968985.18,6/22/2009,6/22/2009,Administrator,10251,9190,Acer platanoides,24,1,Fair,No,No,0 - 25,4 to 20,5,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,048,759395.17,2969414.14,6/22/2009,6/22/2009,Administrator,10362,9390,Acer negundo,12,2,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,048,760705.98,2968999.95,6/22/2009,6/22/2009,Administrator,10252,9195,Acer saccharinum,19,2,Poor,Yes,No,0 - 25,4 to 20,7,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,049,759686.41,2969316.45,6/22/2009,6/22/2009,Administrator,10363,9391,Ulmus pumila,20,1,Poor,Yes,Yes,0 - 25,4 to 20,9,High,Frequent,Remove,No,No,No,Avg. Species or Mod. Strength,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,049,760734.81,2968972.52,6/22/2009,6/22/2009,Administrator,10253,10037,Acer saccharinum,17,2,Poor,Yes,No,0 - 25,4 to 20,6,Moderate,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Poor,No
MISC,COMMUNITY PATH,050,759773.76,2969288.99,6/22/2009,6/22/2009,Administrator,10364,9392,Pinus strobus,13,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,050,760739.74,2968984.48,6/22/2009,6/22/2009,Administrator,10254,9191,Acer saccharinum,18,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,051,759820.88,2969280.55,6/22/2009,6/22/2009,Administrator,10365,9393,Gleditsia triacanthos inermis,10,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,051,760760.84,2968987.99,6/22/2009,6/22/2009,Administrator,10255,9192,Acer saccharinum,17,1,Fair,No,No,0 - 25,4 to 20,6,Low,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,052,759837.76,2969284.07,6/22/2009,6/22/2009,Administrator,10366,9394,Gleditsia triacanthos inermis,9,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,052,760812.18,2968971.11,6/22/2009,6/22/2009,Administrator,10256,9193,Populus deltoides,23,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,053,760864.09,2968953.94,6/22/2009,6/22/2009,Administrator,10257,9194,Acer saccharinum,22,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,054,760872.53,2968951.83,6/22/2009,6/22/2009,Administrator,10258,9196,Acer saccharinum,20,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,055,760880.26,2968948.31,6/22/2009,6/22/2009,Administrator,10259,9197,Acer saccharinum,14,2,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,056,760923.87,2968939.87,6/22/2009,6/22/2009,Administrator,10260,9198,Acer saccharinum,13,3,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,057,760934.42,2968924.4,6/22/2009,6/22/2009,Administrator,10261,9199,Ulmus americana,15,3,Poor,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,Yes,Yes,No,Open or Unrestricted,6,RG,Fair,No
MISC,COMMUNITY PATH,058,761011.08,2968903.3,6/22/2009,6/22/2009,Administrator,10262,9202,Pyrus calleryana,1,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
MISC,COMMUNITY PATH,059,761034.99,2968895.56,6/22/2009,6/22/2009,Administrator,10263,9203,Pyrus calleryana,1,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,RG,Good,No
