Facility,Facility Name,Site,X-Coord,Y-Coord,Inventory Date,Change Date,Last Changed By,UniqueID,Site ID,Species,DBH,Trunks,Condition,Cavity Present,Weak Fork,Percentage of Dead Wood,Size of Existing Defect,Hazard Rating,Probability of Failure,Target Impact,Maintenance,Clean,Raise,Reduce,Other,Further Inspection,Consult,Utilities Present,Plant Location,Area,Staff,Location Value,Ground Maintenance
BUILDING,ARGENZIANO SCHOOL,001,764286.74,2963353.06,6/20/2009,6/20/2009,Administrator,9940,11073,Gleditsia triacanthos inermis,3,1,Poor,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,002,764289.13,2963376.56,6/20/2009,6/20/2009,Administrator,9941,11077,Gleditsia triacanthos inermis,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,003,764295.1,2963422.37,6/20/2009,6/20/2009,Administrator,9942,11105,Gleditsia triacanthos inermis,3,1,Fair,Yes,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,004,764292.56,2963453.23,6/20/2009,6/20/2009,Administrator,9943,11045,Ulmus americana,11,3,Fair,Yes,No,None,4 to 20,6,Low,Frequent,Maintain,No,No,Yes,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,005,764350.81,2963409.94,6/20/2009,6/20/2009,Administrator,9944,11106,Prunus serrulata,3,1,Poor,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,006,764350.81,2963400.32,6/20/2009,6/20/2009,Administrator,9945,11108,Prunus serrulata,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,007,764357.76,2963395.51,6/20/2009,6/20/2009,Administrator,9946,11109,Prunus serrulata,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,008,764310.2,2963337.79,6/20/2009,6/20/2009,Administrator,9947,10453,Gleditsia triacanthos inermis,2,1,Good,No,No,0 - 25,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,009,764358.3,2963326.56,6/20/2009,6/20/2009,Administrator,9948,11112,Gleditsia triacanthos inermis,3,1,Fair,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,010,764398.38,2963328.7,6/20/2009,6/20/2009,Administrator,9949,11116,Gleditsia triacanthos inermis,3,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,011,764438.47,2963329.24,6/20/2009,6/20/2009,Administrator,9950,10845,Gleditsia triacanthos inermis,3,1,Fair,No,Yes,None,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,012,764476.95,2963323.89,6/20/2009,6/20/2009,Administrator,9951,11126,Gleditsia triacanthos inermis,3,1,Fair,Yes,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,013,764514.36,2963312.67,6/20/2009,6/20/2009,Administrator,9952,11055,Gleditsia triacanthos inermis,4,1,Good,Yes,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,014,764550.17,2963296.1,6/20/2009,6/20/2009,Administrator,9953,11129,Gleditsia triacanthos inermis,3,1,Good,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,015,764582.77,2963274.19,6/20/2009,6/20/2009,Administrator,9954,11130,Gleditsia triacanthos inermis,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,016,764611.1,2963248.53,6/20/2009,6/20/2009,Administrator,9955,11060,Gleditsia triacanthos inermis,4,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,017,764635.68,2963218.6,6/20/2009,6/20/2009,Administrator,9956,11134,Gleditsia triacanthos inermis,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,018,764659.73,2963186.54,6/20/2009,6/20/2009,Administrator,9957,11137,Gleditsia triacanthos inermis,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,019,764665.61,2963198.29,6/20/2009,6/20/2009,Administrator,9958,11138,Malus spp.,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,020,764672.03,2963205.78,6/20/2009,6/20/2009,Administrator,9959,11064,Malus spp.,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,021,764652.79,2963215.4,6/20/2009,6/20/2009,Administrator,9960,11065,Malus spp.,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,022,764769.83,2963223.95,6/20/2009,6/20/2009,Administrator,9961,10849,Platanus x acerifolia,3,1,Poor,No,No,76 - 100,1 to 4,7,High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,023,764692.34,2963228.22,6/20/2009,6/20/2009,Administrator,9962,10668,Betula pendula,2,4,Fair,No,No,0 - 25,1 to 4,6,Moderate,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Above 4,2,RG,Good,No
BUILDING,ARGENZIANO SCHOOL,024,764633.01,2963351.68,6/20/2009,6/20/2009,Administrator,9963,11153,Ginkgo biloba,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,025,764620.72,2963331.91,6/20/2009,6/20/2009,Administrator,9964,11154,Ginkgo biloba,3,1,Fair,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,026,764607.89,2963315.34,6/20/2009,6/20/2009,Administrator,9965,11214,Ginkgo biloba,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,027,764651.72,2963280.6,6/20/2009,6/20/2009,Administrator,9966,11222,Ginkgo biloba,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,028,764663.47,2963297.7,6/20/2009,6/20/2009,Administrator,9967,11273,Ginkgo biloba,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,029,764679.51,2963320.69,6/20/2009,6/20/2009,Administrator,9968,11274,Ginkgo biloba,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,030,764519.7,2963367.18,6/20/2009,6/20/2009,Administrator,9969,11074,Betula pendula,2,4,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,031,764551.24,2963420.63,6/20/2009,6/20/2009,Administrator,9970,11315,Betula pendula,1,4,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,032,764434.19,2963409.41,6/20/2009,6/20/2009,Administrator,9971,11075,Betula pendula,2,4,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,033,764428.31,2963414.75,6/20/2009,6/20/2009,Administrator,9972,11076,Betula pendula,2,5,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,034,764427.78,2963425.44,6/20/2009,6/20/2009,Administrator,9973,11078,Betula pendula,2,5,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,035,764383.42,2963462.32,6/20/2009,6/20/2009,Administrator,9974,11316,Malus spp.,1,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,No
BUILDING,ARGENZIANO SCHOOL,036,764375.4,2963469.8,6/20/2009,6/20/2009,Administrator,9975,11317,Malus spp.,1,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,Yes
BUILDING,ARGENZIANO SCHOOL,037,764363.11,2963468.73,6/20/2009,6/20/2009,Administrator,9976,11318,Malus spp.,1,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,2,RG,Excellent,Yes
BUILDING,CITY HALL,001,764650.26,2966324.58,6/20/2009,6/20/2009,Administrator,11180,10514,Pyrus calleryana,18,1,Fair,No,No,0 - 25,1 to 4,5,Moderate,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,002,764643.66,2966312.46,6/20/2009,6/20/2009,Administrator,11181,10515,Pyrus calleryana,15,1,Fair,No,Yes,0 - 25,4 to 20,6,Moderate,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,003,764642,2966284.93,6/20/2009,6/20/2009,Administrator,11182,10516,Stump,12,1,N/A,No,No,None,N/A,0,N/A,N/A,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,004,764637.05,2966265.1,6/20/2009,6/20/2009,Administrator,11183,10517,Zelkova serrata,14,1,Fair,No,No,None,1 to 4,5,Moderate,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,005,764666.78,2966249.69,6/20/2009,6/20/2009,Administrator,11184,10518,Zelkova serrata,13,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,006,764682.75,2966241.98,6/20/2009,6/20/2009,Administrator,11185,10519,Zelkova serrata,12,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,007,764687.47,2966262.1,6/20/2009,6/20/2009,Administrator,11186,10520,Morus alba,5,7,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,008,764711.7,2966268.44,6/20/2009,6/20/2009,Administrator,11187,10521,Malus spp.,8,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,009,764709.39,2966279.4,6/20/2009,6/20/2009,Administrator,11188,10522,Malus spp.,6,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,010,764718.62,2966287.47,6/20/2009,6/20/2009,Administrator,11189,10523,Malus spp.,8,1,Fair,No,No,0 - 25,1 to 4,5,Moderate,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,011,764731.88,2966307.66,6/20/2009,6/20/2009,Administrator,11190,10524,Prunus serrulata,8,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,012,764767.06,2966395.32,6/20/2009,6/20/2009,Administrator,11191,10525,Pyrus calleryana,10,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,013,764784.94,2966431.08,6/20/2009,6/20/2009,Administrator,11192,10526,Pyrus calleryana,12,1,Fair,No,Yes,0 - 25,4 to 20,6,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,014,764784.37,2966456.46,6/20/2009,6/20/2009,Administrator,11193,10527,Pyrus calleryana,12,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,015,764801.67,2966472.03,6/20/2009,6/20/2009,Administrator,11194,10528,Acer rubrum,8,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,016,764809.17,2966488.18,6/20/2009,6/20/2009,Administrator,11195,10529,Acer rubrum,8,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,017,764832.81,2966536.63,6/20/2009,6/20/2009,Administrator,11196,10530,Fraxinus pennsylvanica,12,1,Fair,No,No,0 - 25,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,018,764775.14,2966503.75,6/20/2009,6/20/2009,Administrator,11197,10531,Quercus palustris,9,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,019,764765.33,2966544.12,6/20/2009,6/20/2009,Administrator,11198,10532,Fraxinus pennsylvanica,10,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,020,764753.8,2966534.89,6/20/2009,6/20/2009,Administrator,11199,10533,Fraxinus pennsylvanica,10,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,CITY HALL,021,764709.39,2966472.61,6/20/2009,6/20/2009,Administrator,11200,10534,Malus spp.,4,2,Fair,No,No,0 - 25,1 to 4,5,Moderate,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,Yes
BUILDING,CITY HALL,022,764703.05,2966459.34,6/20/2009,6/20/2009,Administrator,11201,10535,Malus spp.,2,7,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,Yes
BUILDING,COMMUNITY YOUTH CENTER,001,768070.11,2966978.62,6/23/2009,6/23/2009,Administrator,10650,9667,Prunus spp.,6,2,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Good,No
BUILDING,COMMUNITY YOUTH CENTER,002,768145.46,2967086.73,6/23/2009,6/23/2009,Administrator,10651,10272,Ailanthus altissima,14,4,Poor,No,No,None,4 to 20,6,Moderate,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Poor,No
BUILDING,COMMUNITY YOUTH CENTER,003,768194.13,2967053.04,6/23/2009,6/23/2009,Administrator,10652,9668,Ulmus pumila,10,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Fair,No
BUILDING,COMMUNITY YOUTH CENTER,004,768205.36,2967045.55,6/23/2009,6/23/2009,Administrator,10653,10348,Ailanthus altissima,15,1,Fair,No,No,None,4 to 20,5,Low,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Poor,No
BUILDING,COMMUNITY YOUTH CENTER,005,768183.83,2967014.66,6/23/2009,6/23/2009,Administrator,10654,9670,Ailanthus altissima,8,1,Fair,No,No,None,4 to 20,5,Low,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Poor,No
BUILDING,DPW HEADQUARTERS,001,762310.11,2969891.8,6/23/2009,6/23/2009,Administrator,10669,9682,Styphnolobium japonicum,9,1,Dead,No,No,None,4 to 20,8,High,Intermittent,Remove,No,No,No,Avg. Species or Mod. Strength,No,No,No,Above 4,5,RG,Good,No
BUILDING,DPW HEADQUARTERS,002,762292.51,2969903.9,6/23/2009,6/23/2009,Administrator,10670,9683,Styphnolobium japonicum,9,1,Poor,No,No,51 - 75,1 to 4,7,Extremely High,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Above 4,5,RG,Good,No
BUILDING,DPW HEADQUARTERS,003,762267.77,2969915.99,6/23/2009,6/23/2009,Administrator,10671,9684,Styphnolobium japonicum,9,1,Fair,No,No,0 - 25,4 to 20,5,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,5,RG,Good,No
BUILDING,DPW HEADQUARTERS,004,762228.74,2969937.43,6/23/2009,6/23/2009,Administrator,10672,9685,Styphnolobium japonicum,9,1,Fair,Yes,No,0 - 25,4 to 20,5,Low,Intermittent,Maintain,No,No,Yes,Durable Species,No,No,No,Above 4,5,RG,Good,No
BUILDING,EAST LIBRARY,001,768604.1,2966672.55,6/23/2009,6/23/2009,Administrator,10655,9671,Malus spp.,6,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Good,No
BUILDING,EAST LIBRARY,002,768618.14,2966667.87,6/23/2009,6/23/2009,Administrator,10656,9672,Malus spp.,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Good,Yes
BUILDING,EAST LIBRARY,003,768616.74,2966659.91,6/23/2009,6/23/2009,Administrator,10657,9748,Malus spp.,1,2,Fair,Yes,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Fair,No
BUILDING,EAST LIBRARY,004,768727.65,2966649.62,6/23/2009,6/23/2009,Administrator,10658,9673,Malus spp.,10,3,Poor,No,Yes,26 - 50,4 to 20,7,High,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Fair,No
BUILDING,EAST LIBRARY,005,768722.5,2966618.73,6/23/2009,6/23/2009,Administrator,10659,9617,Malus spp.,3,3,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Fair,Yes
BUILDING,EAST LIBRARY,006,768706.59,2966628.56,6/23/2009,6/23/2009,Administrator,10660,9675,Malus spp.,8,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Fair,No
BUILDING,EAST LIBRARY,007,768681.79,2966635.11,6/23/2009,6/23/2009,Administrator,10661,9676,Cornus mas,2,4,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,1,RG,Fair,No
BUILDING,EAST LIBRARY,008,768644.82,2966650.55,6/23/2009,6/23/2009,Administrator,10662,9677,Cornus mas,2,2,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Fair,No
BUILDING,POWDERHOUSE ROTARY,001,759690.65,2971461.49,6/16/2009,6/16/2009,Administrator,2762,9942,Malus spp.,16,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,AD,Good,No
BUILDING,POWDERHOUSE ROTARY,002,759647.72,2971447.18,6/16/2009,6/16/2009,Administrator,2763,9943,Prunus serrulata,11,1,Poor,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,AD,Good,No
BUILDING,POWDERHOUSE ROTARY,003,759663.13,2971409.76,6/16/2009,6/16/2009,Administrator,2764,9944,Malus spp.,16,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,AD,Good,No
BUILDING,POWDERHOUSE ROTARY,004,759703.86,2971427.37,6/16/2009,6/16/2009,Administrator,2765,9945,Prunus serrulata,16,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,6,AD,Good,Yes
BUILDING,SOMERVILLE HIGH SCHOOL,001,764796.48,2966398.79,6/20/2009,11/4/2009,Brad Arndt,11202,10536,Malus spp.,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,002,764791.29,2966383.21,6/20/2009,11/4/2009,Brad Arndt,11203,10537,Malus spp.,8,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,003,764802.24,2966378.02,6/20/2009,11/4/2009,Brad Arndt,11204,10538,Malus spp.,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,004,764816.09,2966365.91,6/20/2009,11/4/2009,Brad Arndt,11205,10539,Syringa reticulata,6,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,005,764848.96,2966354.38,6/20/2009,11/4/2009,Brad Arndt,11206,10540,Magnolia spp.,6,3,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,006,764881.83,2966366.49,6/20/2009,11/4/2009,Brad Arndt,11207,10729,Amelanchier arborea,3,3,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,007,764873.18,2966355.53,6/20/2009,11/4/2009,Brad Arndt,11208,10733,Malus spp.,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,008,764871.45,2966344.57,6/20/2009,11/4/2009,Brad Arndt,11209,10745,Malus spp.,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,009,764903.75,2966359.57,6/20/2009,11/4/2009,Brad Arndt,11210,10761,Amelanchier arborea,3,2,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,Yes
BUILDING,SOMERVILLE HIGH SCHOOL,010,764900.29,2966346.88,6/20/2009,11/4/2009,Brad Arndt,11211,10554,Malus spp.,4,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,Yes
BUILDING,SOMERVILLE HIGH SCHOOL,011,764895.68,2966335.92,6/20/2009,11/4/2009,Brad Arndt,11212,10557,Malus spp.,6,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Open or Unrestricted,3,WH,Good,Yes
BUILDING,SOMERVILLE HIGH SCHOOL,012,764898.56,2966325.54,6/20/2009,11/4/2009,Brad Arndt,11213,10558,Malus spp.,6,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,013,764913.55,2966317.47,6/20/2009,11/4/2009,Brad Arndt,11214,10570,Malus spp.,5,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,014,764938.93,2966306.51,6/20/2009,11/4/2009,Brad Arndt,11215,10543,Malus spp.,5,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,015,764953.93,2966299.59,6/20/2009,11/4/2009,Brad Arndt,11216,10765,Malus spp.,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Open or Unrestricted,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,016,764972.96,2966289.78,6/20/2009,11/4/2009,Brad Arndt,11217,10546,Malus spp.,8,2,Fair,No,Yes,None,4 to 20,5,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,3,WH,Good,No
BUILDING,SOMERVILLE HIGH SCHOOL,017,765014.48,2966269.02,6/20/2009,11/4/2009,Brad Arndt,11218,10547,Malus spp.,4,1,Fair,No,Yes,0 - 25,1 to 4,5,Moderate,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Above 4,3,WH,Good,No
