Species,DBH,Trunks,Condition,Cavity Present,Weak Fork,Percentage of Dead Wood,Size of Existing Defect,Hazard Rating,Probability of Failure,Target Impact,Maintenance,Clean,Raise,Reduce,Other,Further Inspection,Consult,Utilities Present,Plant Location,Area,Staff,Location Value,Ground Maintenance,Address,On Street,From Street,To Street,X-Coord,Y-Coord,Inventory Date,Change Date,Last Changed By,UniqueID,Site ID
Acer platanoides,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,Yes,Durable Species,No,No,Yes,Tree Pit or Planter,6,AD,Good,No,"59 FRANCESCA AVE Side  1",LIBERTY AVE,KIDDER AVE,FRANCESCA AVE,759602.77,2970337.41,6/15/2009,11/14/2009,Brad Arndt,2413,6468
Acer platanoides,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"19 TUFTS ST Front  1",TUFTS ST,KNOWLTON ST,GLEN ST,767438.53,2964394.13,6/4/2009,11/14/2009,Brad Arndt,620,2903
Acer platanoides,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,No,"79 DERBY ST Side  1",TEMPLE ST,DERBY ST,SYDNEY ST,766556.63,2969272.27,6/4/2009,11/14/2009,Brad Arndt,6774,4388
Acer platanoides,2,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"41 GLENWOOD RD Front  1",GLENWOOD RD,VERNON ST,MEDFORD ST,763408.56,2968716.68,6/9/2009,11/14/2009,Brad Arndt,1200,3457
Acer platanoides,2,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,AD,Good,No,"47 RUSSELL RD Front  1",RUSSELL RD,WARE ST,DEAD END,756484.37,2973246.72,6/18/2009,11/14/2009,Brad Arndt,3310,7339
Acer platanoides,2,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"34 GLENWOOD RD Front  1",GLENWOOD RD,MEDFORD ST,VERNON ST,763343.6,2968654.73,6/9/2009,11/14/2009,Brad Arndt,1187,3444
Acer platanoides,2,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"4 PARTRIDGE AVE Front  1",PARTRIDGE AVE,MEDFORD ST,VERNON ST,763038.52,2968462.46,6/9/2009,11/14/2009,Brad Arndt,1159,3416
Acer platanoides,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,AD,Good,No,"74 X MORRISON AVE Front  1",MORRISON AVE,BROADWAY,HIGHLAND RD,760380.62,2969289.08,6/11/2009,11/14/2009,Brad Arndt,1827,5888
Acer platanoides,2,1,Poor,No,No,76 - 100,1 to 4,6,Moderate,Intermittent,Remove,No,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,7,RG,Good,No,"379 ALEWIFE BROOK PARKWAY Side  3",GORDON ST,ALEWIFE BROOK PARKWAY,NORTH ST,755885.66,2975995.75,6/15/2009,11/14/2009,Brad Arndt,9011,7817
Acer platanoides,2,1,Poor,Yes,No,0 - 25,1 to 4,6,Moderate,Intermittent,Remove,No,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,7,RG,Good,No,"50 HOWARD ST Front  4",HOWARD ST,GORHAM ST,THORNDIKE ST,757089.11,2970222.89,6/11/2009,11/14/2009,Brad Arndt,8364,6219
Acer platanoides,3,1,Dead,No,No,76 - 100,1 to 4,6,High,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,AD,Good,No,"308 BROADWAY Side  2",MARSHALL ST,SHERMAN CT,BROADWAY,766068.15,2968193.12,6/4/2009,11/14/2009,Brad Arndt,705,2397
Acer platanoides,3,1,Dead,No,No,76 - 100,1 to 4,7,High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"8 X PROPERZI WAY Side  2",SOMERVILLE AVE,PROPERZI WAY,DANE ST,762912.19,2964769.87,5/22/2009,11/14/2009,Brad Arndt,5610,1183
Acer platanoides,3,1,Dead,No,No,None,1 to 4,6,High,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,AD,Good,No,"308 BROADWAY Side  3",MARSHALL ST,SHERMAN CT,BROADWAY,766075.29,2968208.3,6/4/2009,11/14/2009,Brad Arndt,706,2440
Acer platanoides,3,1,Good,No,No,0 - 25,1 to 4,1,N/A,N/A,Maintain,Yes,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,romeara,Good,N/A,"19 WISCONSIN AVE Front  1",WISCONSIN AVE,BROADWAY,PENNSYLVANIA AVE,768525.11,2966923.51,5/27/2009,11/14/2009,Brad Arndt,5951,1589
Acer platanoides,3,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1 GORHAM ST Front  1",GORHAM ST,TANNERY BROOK ROW,HOWARD ST,756983.7,2970252.58,6/11/2009,11/14/2009,Brad Arndt,8392,8448
Acer platanoides,3,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"50 HOWARD ST Front  2",HOWARD ST,GORHAM ST,THORNDIKE ST,757045.35,2970227.68,6/11/2009,11/14/2009,Brad Arndt,8362,8394
Acer platanoides,3,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,RG,Good,No,"16 McARTHUR ST Front  1",McARTHUR ST,BONAIR ST,BROADWAY,767376.81,2966949.76,6/2/2009,11/14/2009,Brad Arndt,6220,4030
Acer platanoides,3,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,AD,Good,No,"6 OAKLAND AVE Front  1",OAKLAND AVE,SCHOOL ST,MARSHALL ST,765788.59,2967986.73,6/4/2009,11/14/2009,Brad Arndt,785,3085
Acer platanoides,3,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"11 X ROBINSON ST Front  1",ROBINSON ST,CENTRAL ST,BARTLETT ST,763880.37,2968235.08,6/9/2009,11/14/2009,Brad Arndt,1323,3646
Acer platanoides,3,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"20 HOWARD ST Front  3",HOWARD ST,GORHAM ST,THORNDIKE ST,757214.17,2970213.73,6/11/2009,11/14/2009,Brad Arndt,8367,8409
Acer platanoides,3,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,AD,Good,No,"44 RUSSELL RD Front  1",RUSSELL RD,HAMILTON RD,BROADWAY,756429.45,2973203.14,6/18/2009,11/14/2009,Brad Arndt,3347,7793
Acer platanoides,3,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,RG,Good,No,"143 ORCHARD ST Front  1",ORCHARD ST,DAY ST,DOVER ST,757389.09,2969313.01,6/11/2009,11/14/2009,Brad Arndt,8238,8337
Acer platanoides,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"289 HIGHLAND AVE Front  2",HIGHLAND AVE,CEDAR ST,CHERRY ST,760792.89,2968258.87,6/10/2009,11/14/2009,Brad Arndt,8067,8099
Acer platanoides,3,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Fair,No,"100 X McGRATH HIGHWAY Median  11",McGRATH HIGHWAY,BROADWAY,MYSTIC AVE,768075.17,2968338.4,6/6/2009,11/14/2009,Brad Arndt,7150,4849
Acer platanoides,3,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,4,AD,Good,No,"308 BROADWAY Side  1",MARSHALL ST,SHERMAN CT,BROADWAY,766061.9,2968177.94,6/4/2009,11/14/2009,Brad Arndt,704,3005
Acer platanoides,3,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"50 HOWARD ST Front  1",HOWARD ST,GORHAM ST,THORNDIKE ST,757019.57,2970228.88,6/11/2009,11/14/2009,Brad Arndt,8361,8381
Acer platanoides,3,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"154 BROADWAY Front  1",BROADWAY,CROSS ST,RUSH ST,768159.43,2966802.81,6/2/2009,11/14/2009,Brad Arndt,6170,3829
Acer platanoides,3,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,AD,Good,No,"26 BAY STATE AVE Front  1",BAY STATE AVE,MALLET ST,BROADWAY,760181.65,2970915.12,6/15/2009,11/14/2009,Brad Arndt,2355,6752
Acer platanoides,3,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,AD,Good,No,"24 CORINTHIAN RD Front  1",CORINTHIAN RD,CADY AVE,BROADWAY,757865.73,2971356.05,6/16/2009,11/14/2009,Brad Arndt,2629,6869
Acer platanoides,3,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,No,"125 X JAQUES ST Front  1",JAQUES ST,TEMPLE ST,EDGAR AVE,765528.66,2969574.36,6/4/2009,11/14/2009,Brad Arndt,6799,4810
Acer platanoides,3,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"90 X PURITAN RD Front  6",PURITAN RD,SHORE DRIVE,TEMPLE RD,767340.4,2970217.34,5/26/2009,11/14/2009,Brad Arndt,5666,2106
Acer platanoides,3,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,RG,Good,No,"360 SUMMER ST Front  3",SUMMER ST,CUTTER AVE,WINDOM ST,758792.69,2968765.58,6/10/2009,11/14/2009,Brad Arndt,7900,8054
Acer platanoides,3,1,Fair,Yes,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"20 HOWARD ST Front  2",HOWARD ST,GORHAM ST,THORNDIKE ST,757162.52,2970218.04,6/11/2009,11/14/2009,Brad Arndt,8366,8408
Acer platanoides,3,1,Fair,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,5,RG,Good,No,"261 HIGHLAND AVE Front  1",HIGHLAND AVE,LOWELL ST,CEDAR ST,761342.88,2967929.75,6/10/2009,11/14/2009,Brad Arndt,8062,8080
Acer platanoides,3,1,Poor,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,AD,Good,No,"9 COLLEGE HILL RD Front  1",COLLEGE HILL RD,CONWELL AVE,COLLEGE HILL RD,756494.79,2974142.83,6/18/2009,11/14/2009,Brad Arndt,3204,7587
Acer platanoides,3,1,Poor,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,AD,Good,No,"308 BROADWAY Side  4",MARSHALL ST,SHERMAN CT,BROADWAY,766078.87,2968222.59,6/4/2009,11/14/2009,Brad Arndt,707,3020
Acer platanoides,3,1,Poor,No,No,26 - 50,1 to 4,5,Low,Intermittent,Maintain,Yes,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,1,RG,Good,Yes,"161 BROADWAY Side  2",MINNESOTA AVE,PENNSYLVANIA AVE,BROADWAY,768217.36,2966909.89,6/1/2009,11/14/2009,Brad Arndt,6038,3717
Acer platanoides,3,1,Poor,No,No,51 - 75,1 to 4,6,Moderate,Frequent,Remove,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"4 MORRISON AVE Front  1",MORRISON AVE,HIGHLAND RD,CEDAR ST,761246.69,2969001.45,6/11/2009,11/14/2009,Brad Arndt,1838,5142
Acer platanoides,3,1,Poor,No,No,76 - 100,1 to 4,7,High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"8 X PROPERZI WAY Side  1",SOMERVILLE AVE,PROPERZI WAY,DANE ST,762897.52,2964773.98,5/22/2009,11/14/2009,Brad Arndt,5609,1181
Acer platanoides,3,1,Poor,Yes,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1160 X BROADWAY Front  1",BROADWAY,CLARENDON AVE,HOLLAND ST,756771.49,2972224.57,6/13/2009,11/14/2009,Brad Arndt,8727,8967
Acer platanoides,3,1,Poor,Yes,No,0 - 25,1 to 4,5,Moderate,Intermittent,Remove,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"22 TOWER ST Front  1",TOWER ST,CROWN ST,HIGHLAND AVE,761750.55,2967302.98,6/9/2009,11/14/2009,Brad Arndt,7608,5453
Acer platanoides,3,1,Poor,Yes,No,0 - 25,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,5,RG,Good,No,"159 HIGHLAND AVE Front  1",HIGHLAND AVE,CENTRAL ST,WALDO ST,763103.74,2966931.74,6/8/2009,11/14/2009,Brad Arndt,7530,4900
Acer platanoides,3,1,Poor,Yes,No,26 - 50,1 to 4,6,Moderate,Frequent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,5,RG,Good,No,"163 HIGHLAND AVE Front  1",HIGHLAND AVE,WALDO ST,BENTON RD,763044.4,2966959.7,6/8/2009,11/14/2009,Brad Arndt,7531,4954
Acer platanoides,3,1,Poor,Yes,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"379 ALEWIFE BROOK PARKWAY Side  4",GORDON ST,ALEWIFE BROOK PARKWAY,NORTH ST,755909.86,2975974.92,6/15/2009,11/14/2009,Brad Arndt,9012,9035
Acer platanoides,3,5,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Fair,No,"100 X McGRATH HIGHWAY Median  13",McGRATH HIGHWAY,BROADWAY,MYSTIC AVE,768078.73,2968363.9,6/6/2009,11/14/2009,Brad Arndt,7152,4850
Acer platanoides,4,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,Yes,"28 ILLINOIS AVE Front  1",ILLINOIS AVE,PENNSYLVANIA AVE,BROADWAY,768905.01,2966820.39,5/27/2009,11/14/2009,Brad Arndt,5981,2275
Acer platanoides,4,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,5,RG,Good,No,"20 TENNYSON ST Front  2",TENNYSON ST,MEDFORD ST,PEMBROKE ST,764134.58,2967963.67,5/15/2009,11/14/2009,Brad Arndt,4009,434
Acer platanoides,4,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,RG,Good,No,"101 ORCHARD ST Front  2",ORCHARD ST,RUSSELL ST,CHESTER ST,757971.73,2968682.59,6/11/2009,11/14/2009,Brad Arndt,8356,8044
Acer platanoides,4,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,RG,Good,No,"123 ORCHARD ST Front  1",ORCHARD ST,CHESTER ST,DAY ST,757697.69,2968973.82,6/11/2009,11/14/2009,Brad Arndt,8322,8010
Acer platanoides,4,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"21 DAY ST Side  1",ORCHARD ST,DAY ST,DOVER ST,757493.69,2969192.36,6/11/2009,11/14/2009,Brad Arndt,8235,7923
Acer platanoides,4,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"143 ORCHARD ST Front  2",ORCHARD ST,DAY ST,DOVER ST,757375.63,2969328.02,6/11/2009,11/14/2009,Brad Arndt,8239,7925
Acer platanoides,4,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,7,RG,Good,No,"499 X MYSTIC VALLEY PARKWAY Front  2",MYSTIC VALLEY PARKWAY,CAPEN ST,IRVINGTON ROAD,755820.2,2976440.89,6/15/2009,11/14/2009,Brad Arndt,8863,8538
Acer platanoides,4,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"35 JOSEPHINE AVE Front  1",JOSEPHINE AVE,MORRISON AVE,KIDDER AVE,760393.39,2969795.64,6/11/2009,11/14/2009,Brad Arndt,1731,5796
Acer platanoides,4,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"120 BEACON ST Side  2",WASHINGTON ST,LINE ST,BEACON ST,762488.88,2963086.59,5/21/2009,11/14/2009,Brad Arndt,5178,1505
Acer platanoides,4,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1 RUSSELL RD Side  2",BROADWAY,WATSON ST,RUSSELL RD,756249.8,2972703.07,6/13/2009,11/14/2009,Brad Arndt,8738,8416
Acer platanoides,4,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"129 PENNSYLVANIA AVE Front  1",PENNSYLVANIA AVE,CONNECTICUT AVE,CROSS ST EAST,768433.65,2967412.05,6/1/2009,11/14/2009,Brad Arndt,6048,3684
Acer platanoides,4,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"53 PEARSON AVE Front  1",PEARSON AVE,MORRISON AVE,KIDDER AVE,761071.09,2969730.85,6/11/2009,11/14/2009,Brad Arndt,1910,5972
Acer platanoides,4,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,RG,Good,No,"29 BURNSIDE AVE Front  1",BURNSIDE AVE,ELM ST,SUMMER ST,759643.08,2967805.49,6/9/2009,11/14/2009,Brad Arndt,7788,5399
Acer platanoides,4,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"250 HIGHLAND AVE Front  2",HIGHLAND AVE,PORTER ST,CROCKER ST,761496.9,2967785.75,6/10/2009,11/14/2009,Brad Arndt,8052,7739
Acer platanoides,4,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"115 X BROADWAY Front  5",BROADWAY,ILLINOIS AVE,MICHIGAN AVE,768609.05,2966640.83,6/2/2009,11/14/2009,Brad Arndt,6133,3757
Acer platanoides,4,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"143 BROADWAY Front  1",BROADWAY,WISCONSIN AVE,MINNESOTA AVE,768345.14,2966790.24,6/2/2009,11/14/2009,Brad Arndt,6138,3762
Acer platanoides,4,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"248 HIGHLAND AVE Front  1",HIGHLAND AVE,PORTER ST,CROCKER ST,761522.64,2967772.27,6/10/2009,11/14/2009,Brad Arndt,8053,7740
Acer platanoides,4,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,AD,Good,No,"301 MEDFORD ST Front  1",MEDFORD ST,WALNUT ST,PEARL ST,765900.19,2965936.09,6/5/2009,11/14/2009,Brad Arndt,873,3156
Acer platanoides,4,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,5,AD,Good,No,"424 MEDFORD ST Front  1",MEDFORD ST,CENTRAL ST,TENNYSON ST,764150.14,2968153.25,6/5/2009,11/14/2009,Brad Arndt,839,3122
Acer platanoides,4,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"20 HOWARD ST Front  1",HOWARD ST,GORHAM ST,THORNDIKE ST,757140.06,2970219.89,6/11/2009,11/14/2009,Brad Arndt,8365,8050
Acer platanoides,4,1,Fair,Yes,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Above 4,1,RG,Good,No,"65 INNER BELT RD Front  1",INNER BELT RD,FIRST AVE,DEAD END,769391.1,2962778.26,6/17/2009,11/14/2009,Brad Arndt,9343,8974
Acer platanoides,4,1,Fair,Yes,No,None,4 to 20,6,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,5,RG,Good,No,"88 X CENTRAL ST Front  2",CENTRAL ST,HUDSON ST,HIGHLAND AVE,763332.73,2966903.19,5/15/2009,11/14/2009,Brad Arndt,4030,128
Acer platanoides,4,1,Poor,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,JG,Fair,No,"45 WALNUT ST Front  1",WALNUT ST,MUNROE ST,BOSTON ST,765475.75,2964939.38,5/15/2009,11/14/2009,Brad Arndt,3848,275
Acer platanoides,4,1,Poor,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,AD,Good,No,"705 X BROADWAY Front  1",BROADWAY,BOSTON AVE,BRISTOL RD,760877.38,2971046.67,6/16/2009,11/14/2009,Brad Arndt,2750,6788
Acer platanoides,4,1,Poor,No,No,0 - 25,1 to 4,6,Low,Frequent,Maintain,Yes,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,3,RG,Good,No,"123 HIGHLAND AVE Front  1",HIGHLAND AVE,SCHOOL ST,SYCAMORE ST,764088.32,2966489.07,5/14/2009,11/14/2009,Brad Arndt,3956,88
Acer platanoides,4,1,Poor,No,No,26 - 50,1 to 4,5,Moderate,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,AD,Good,No,"75 MYRTLE ST Side  4",PEARL ST,FLORENCE ST,MYRTLE ST,768825.31,2965340.44,6/3/2009,11/14/2009,Brad Arndt,319,2603
Acer platanoides,4,1,Poor,No,Yes,0 - 25,4 to 20,6,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"27 ADAMS ST Front  1",ADAMS ST,MEDFORD ST,BROADWAY,764067.94,2968893.34,6/5/2009,11/14/2009,Brad Arndt,1055,2662
Acer platanoides,4,1,Poor,No,Yes,26 - 50,1 to 4,5,Moderate,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,AD,Good,No,"337 HIGHLAND AVE Side  1",HENRY AVE,HIGHLAND AVE,LEXINGTON AVE,759884.38,2968823.91,6/12/2009,11/14/2009,Brad Arndt,2106,6167
Acer platanoides,4,1,Poor,Yes,No,0 - 25,1 to 4,6,Moderate,Frequent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"289 HIGHLAND AVE Front  1",HIGHLAND AVE,CEDAR ST,CHERRY ST,760849.35,2968228.11,6/10/2009,11/14/2009,Brad Arndt,8066,5778
Acer platanoides,4,1,Poor,Yes,No,0 - 25,4 to 20,7,Low,Frequent,Maintain,Yes,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,3,RG,Good,No,"137 HIGHLAND AVE Front  1",HIGHLAND AVE,SYCAMORE ST,CENTRAL ST,763687.52,2966670.77,5/14/2009,11/14/2009,Brad Arndt,3963,114
Acer platanoides,4,1,Poor,Yes,No,26 - 50,1 to 4,6,High,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"47 MEACHAM RD Front  1",MEACHAM RD,KINGSTON ST,CAMPBELL PK,757355.44,2969727.24,6/11/2009,11/14/2009,Brad Arndt,8198,6025
Acer platanoides,4,1,Poor,Yes,No,26 - 50,1 to 4,6,High,Intermittent,Remove,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"90 X PURITAN RD Front  7",PURITAN RD,SHORE DRIVE,TEMPLE RD,767354.37,2970201.47,5/26/2009,11/14/2009,Brad Arndt,5667,1242
Acer platanoides,4,1,Poor,Yes,No,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"90 X PURITAN RD Front  1",PURITAN RD,SHORE DRIVE,TEMPLE RD,767246.45,2970310.03,5/26/2009,11/14/2009,Brad Arndt,5661,1979
Acer platanoides,4,3,Fair,No,Yes,None,4 to 20,6,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Poor,No,"100 X McGRATH HIGHWAY Median  15",McGRATH HIGHWAY,BROADWAY,MYSTIC AVE,768055,2968423.81,6/6/2009,11/14/2009,Brad Arndt,7154,3748
Acer platanoides,5,1,Good,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,Yes,"24 ILLINOIS AVE Front  1",ILLINOIS AVE,PENNSYLVANIA AVE,BROADWAY,768875.46,2966782.4,5/27/2009,11/14/2009,Brad Arndt,5982,2276
Acer platanoides,5,1,Good,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"17 KINGSTON ST Front  1",KINGSTON ST,MEACHAM RD,THORNDIKE ST,757262.23,2969910.02,6/11/2009,11/14/2009,Brad Arndt,8197,7885
